value,label,result,message
TN,ham,ham,Poor girl can't go one day lmao
TN,ham,ham,Or just do that 6times
TP,spam,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a �350 award. If your number matches call 09064019014 to receive your �350 award.
TN,ham,ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
TN,ham,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
TN,ham,ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
TN,ham,ham,Its worse if if uses half way then stops. Its better for him to complete it.
TN,ham,ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
TN,ham,ham,Send me the new number
TN,ham,ham,Convey my regards to him
TP,spam,spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
TN,ham,ham,2 and half years i missed your friendship:-)
TN,ham,ham,I cant pick the phone right now. Pls send a message
TN,ham,ham,Oh for fuck's sake she's in like tallahassee
TN,ham,ham,"Haha, that was the first person I was gonna ask"
TP,spam,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
TN,ham,ham,Taka lor. Wat time u wan 2 come n look 4 us?
TP,spam,spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
TN,ham,ham,"\I;m reaching in another 2 stops.\"""""
TN,ham,ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
TP,spam,spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
TN,ham,ham,Will you come online today night
TN,ham,ham,Then anything special?
TN,ham,ham,"I'm in solihull, | do you want anything?"
TN,ham,ham,Will do. Have a good day
TN,ham,ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
TN,ham,ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
TN,ham,ham,I am on the way to tirupur.
TP,spam,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
TN,ham,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
TN,ham,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
TN,ham,ham,"Just dropped em off, omw back now"
TP,spam,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
TN,ham,ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
TN,ham,ham,Re your call; You didn't see my facebook huh?
TN,ham,ham,"G says you never answer your texts, confirm/deny"
TN,ham,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
TN,ham,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
TN,ham,ham,Oh yah... We never cancel leh... Haha
TN,ham,ham,We can go 4 e normal pilates after our intro...
TN,ham,ham,Ok... Let u noe when i leave my house.
TN,ham,ham,"Oh yes, why is it like torture watching england?"
TN,ham,ham,Wanna do some art?! :D
TN,ham,ham,Just hopeing that wasn���t too pissed up to remember and has gone off to his sisters or something!
TP,spam,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
TP,spam,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
TN,ham,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
TN,ham,ham,Match started.india  &lt;#&gt;  for 2
TN,ham,ham,Once free call me sir.
TN,ham,ham,Hey do you want anything to buy:)
TN,ham,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
TN,ham,ham,K..k.:)congratulation ..
TN,ham,ham,G wants to know where the fuck you are
TN,ham,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
TN,ham,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
TN,ham,ham,�� go home liao? Ask dad to pick me up at 6...
TN,ham,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
TN,ham,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
TN,ham,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
TN,ham,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
TN,ham,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
TN,ham,ham,I'm already back home so no probably not
TP,spam,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed �1000 CASH or �2000 gift. Speak to a live operator NOW!
FP,spam,ham,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
TN,ham,ham,I am in bus on the way to calicut
TN,ham,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
TN,ham,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
TP,spam,spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
TN,ham,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
TN,ham,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
TN,ham,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
TN,ham,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
TN,ham,ham,I'm vivek:)i got call from your number.
FN,ham,spam,Why didn't u call on your lunch?
TN,ham,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
TN,ham,ham,I want  &lt;#&gt;  rs da:)do you have it?
TN,ham,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
TN,ham,ham,Yup ok...
TN,ham,ham,I want to see your pretty pussy...
TP,spam,spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
TN,ham,ham,"A few people are at the game, I'm at the mall with iouri and kaila"
TP,spam,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
FP,spam,ham,You can donate �2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. �2.50 will be added to your next bill
TN,ham,ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
TN,ham,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
TN,ham,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
TN,ham,ham,Hey come online! Use msn... We are all there
TN,ham,ham,I'm fine. Hope you are good. Do take care.
TN,ham,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
TN,ham,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
TN,ham,ham,Yar... I tot u knew dis would happen long ago already.
TN,ham,ham,You are gorgeous! keep those pix cumming :) thank you!
TN,ham,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
TN,ham,ham,JADE ITS PAUL. Y DIDN��T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
TN,ham,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
TN,ham,ham,So what u doing today?
TN,ham,ham,I said its okay. Sorry
TN,ham,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
TN,ham,ham,Networking job is there.
TP,spam,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
TN,ham,ham,Dont let studying stress you out. L8r.
TN,ham,ham,That's y u haf 2 keep me busy...
TN,ham,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
TN,ham,ham,Which channel:-):-):):-).
TN,ham,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
TP,spam,spam,Phony �350 award - Todays Voda numbers ending XXXX are selected to receive a �350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
TN,ham,ham,"We made it! Eta at taunton is 12:30 as planned, hope that���s still okday?! Good to see you! :-xx"
TN,ham,ham,I'm hungry buy smth home...
TN,ham,ham,\HEY KATE
TN,ham,ham,My drive can only be read. I need to write
TN,ham,ham,"Just looked it up and addie goes back Monday, sucks to be her"
TN,ham,ham,Happy new year. Hope you are having a good semester
TN,ham,ham,Esplanade lor. Where else...
TN,ham,ham,Can you talk with me..
TN,ham,ham,"Hmph. Go head, big baller."
TN,ham,ham,Well its not like you actually called someone a punto. That woulda been worse.
TN,ham,ham,"Nope. Since ayo travelled, he has forgotten his guy"
TN,ham,ham,You still around? Looking to pick up later
TP,spam,spam,CDs 4u: Congratulations ur awarded �500 of CD gift vouchers or �125 gift guaranteed & Freeentry 2 �100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16
TN,ham,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
TN,ham,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
TN,ham,ham,ILL B DOWN SOON
TN,ham,ham,Oh k. . I will come tomorrow
TN,ham,ham,Go fool dont cheat others ok
TN,ham,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
TN,ham,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
TP,spam,spam,You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
TN,ham,ham,U attend ur driving lesson how many times a wk n which day?
TN,ham,ham,"Uncle G, just checking up on you. Do have a rewarding month"
TN,ham,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
TN,ham,ham,I think the other two still need to get cash but we can def be ready by 9
TN,ham,ham,Hey gals...U all wanna meet 4 dinner at n��te?
TP,spam,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
TN,ham,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
TN,ham,ham,Great! How is the office today?
TN,ham,ham,"It's cool, we can last a little while. Getting more any time soon?"
TN,ham,ham,:-( sad puppy noise
TN,ham,ham,Yes its possible but dint try. Pls dont tell to any one k
TN,ham,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
TN,ham,ham,Where you. What happen
TN,ham,ham,I was gonna ask you lol but i think its at 7
TP,spam,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
TP,spam,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
TN,ham,ham,Go chase after her and run her over while she's crossing the street
TP,spam,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
TN,ham,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
TN,ham,ham,Hey... Very inconvenient for your sis a not huh?
TN,ham,ham,Ok i vl..do u know i got adsense approved..
TN,ham,ham,"* Was really good to see you the other day dudette, been missing you!"
TN,ham,ham,I want to go to perumbavoor
TN,ham,ham,How many times i told in the stage all use to laugh. You not listen aha.
TP,spam,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
TN,ham,ham,(You didn't hear it from me)
TN,ham,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
TN,ham,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
TP,spam,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
TN,ham,ham,She ran off with a younger man. we will make pretty babies together :)
TP,spam,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
TN,ham,ham,O ic lol. Should play 9 doors sometime yo
TN,ham,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
FN,ham,spam,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
TN,ham,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
TN,ham,ham,Hmmm.still we dont have opener?
TN,ham,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
TN,ham,ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
TN,ham,ham,I will vote for wherever my heart guides me
TN,ham,ham,With my sis lor... We juz watched italian job.
TN,ham,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
TN,ham,ham,Lmao you know me so well...
TP,spam,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
TN,ham,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
TN,ham,ham,Goodnight da thangam I really miss u dear.
TN,ham,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
TN,ham,ham,"Geeeee ... Your internet is really bad today, eh ?"
TP,spam,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
TN,ham,ham,I think i am disturbing her da
TN,ham,ham,"Sorry, I'll call you  later. I am in meeting sir."
TN,ham,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
TN,ham,ham,Ok i also wan 2 watch e 9 pm show...
TN,ham,ham,I dunno lei... Like dun haf...
TN,ham,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
TN,ham,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
TP,spam,spam,83039 62735=�450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
TN,ham,ham,Talk to g and x about that
TN,ham,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
TP,spam,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
TN,ham,ham,As in different styles?
TP,spam,spam,WIN a �200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 �1.50perweeksub.
TN,ham,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
TN,ham,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
TP,spam,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either �1000 cash or �200 prize. Just call 09066361921"
TN,ham,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
TN,ham,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
TP,spam,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
TN,ham,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
TN,ham,ham,\Keep ur problems in ur heart
TN,ham,ham,"Yeah, give me a call if you've got a minute"
TN,ham,ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS �� FUCKINNICE!SELFISH
TN,ham,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
TN,ham,ham,Aiya we discuss later lar... Pick �_ up at 4 is it?
TN,ham,ham,Hey happy birthday...
TN,ham,ham,Sorry i missed your call. Can you please call back.
TN,ham,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
TN,ham,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
TN,ham,ham,I wont do anything de.
TN,ham,ham,What type of stuff do you sing?
TN,ham,ham,"St andre, virgil's cream"
TN,ham,ham,No no. I will check all rooms befor activities
TN,ham,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
TN,ham,ham,Gokila is talking with you aha:)
TN,ham,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
TN,ham,ham,K.k.this month kotees birthday know?
TN,ham,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt;
TN,ham,ham,Sorry about that this is my mates phone and i didnt write it love Kate
TP,spam,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
TN,ham,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
TN,ham,ham,"Aight, call me once you're close"
TN,ham,ham,Nope thats fine. I might have a nap tho!
TP,spam,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
TN,ham,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
TN,ham,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
TN,ham,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
TN,ham,ham,Ding me on ya break fassyole! Blacko from londn
TN,ham,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
TN,ham,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
TN,ham,ham,Oh you got many responsibilities.
TP,spam,spam,You have 1 new message. Please call 08715205273
TN,ham,ham,I've reached sch already...
TP,spam,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
TN,ham,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
TN,ham,ham,Argh why the fuck is nobody in town ;_;
TP,spam,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
TN,ham,ham,Thanks. Fills me with complete calm and reassurance!
TN,ham,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
TN,ham,ham,Are you driving or training?
TN,ham,ham,Lol for real. She told my dad I have cancer
TP,spam,spam,PRIVATE! Your 2003 Account Statement for 078
TN,ham,ham,"Oops I did have it,  &lt;#&gt; ?"
TN,ham,ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
TN,ham,ham,"Hi Chikku, send some nice msgs"
TN,ham,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
TN,ham,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
TN,ham,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
TN,ham,ham,Cuz ibored. And don wanna study
TN,ham,ham,Wot about on wed nite I am 3 then but only til 9!
TN,ham,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
TN,ham,ham,Any way where are you and what doing.
TN,ham,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
TN,ham,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;
TN,ham,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
TN,ham,ham,Sday only joined.so training we started today:)
TN,ham,ham,Sorry * was at the grocers.
TN,ham,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
TP,spam,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins"
TN,ham,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
TN,ham,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
TN,ham,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
TP,spam,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
TN,ham,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
TN,ham,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
TN,ham,ham,I'm in office now da:)where are you?
TN,ham,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
TN,ham,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
TP,spam,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
TN,ham,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
TN,ham,ham,Pls call me da. What happen.
TN,ham,ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
TN,ham,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
TN,ham,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
TN,ham,ham,Haven't left yet so probably gonna be here til dinner
TN,ham,ham,"Like  &lt;#&gt; , same question"
TN,ham,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
TN,ham,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
FN,ham,spam,K k:) sms chat with me.
TN,ham,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
TN,ham,ham,No but the bluray player can
TN,ham,ham,Ok... Then r we meeting later?
TN,ham,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
TN,ham,ham,Just send a text. We'll skype later.
TN,ham,ham,Ok leave no need to ask
TP,spam,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
TN,ham,ham,�� still got lessons?  �� in sch?
TN,ham,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
TN,ham,ham,Oh did you charge camera
TN,ham,ham,"I���ve got some salt, you can rub it in my open wounds if you like!"
TN,ham,ham,Now i'm going for lunch.
TN,ham,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when �_ r done.
TN,ham,ham,Oh k. . I will come tomorrow
TN,ham,ham,"Aight, text me tonight and we'll see what's up"
TN,ham,ham,U 2.
TN,ham,ham,Water logging in desert. Geoenvironmental implications.
TN,ham,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
TN,ham,ham,Company is very good.environment is terrific and food is really nice:)
TN,ham,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
TP,spam,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
TN,ham,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
TN,ham,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
TN,ham,ham,K sure am in my relatives home. Sms me de. Pls:-)
TN,ham,ham,I sent them. Do you like?
TN,ham,ham,"Fuuuuck I need to stop sleepin, sup"
TN,ham,ham,I'm in town now so i'll jus take mrt down later.
TN,ham,ham,I just cooked a rather nice salmon a la you
TN,ham,ham,I uploaded mine to Facebook
TN,ham,ham,WHAT TIME U WRKIN?
TN,ham,ham,Okie
TP,spam,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
TP,spam,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
TN,ham,ham,"Sorry, I'll call later"
TN,ham,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
TN,ham,ham,"It's wylie, you in tampa or sarasota?"
TN,ham,ham,Ok... Take ur time n enjoy ur dinner...
TN,ham,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
TP,spam,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
TN,ham,ham,I like cheap! But i���m happy to splash out on the wine if it makes you feel better..
TN,ham,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
